,state,location,so2,no2,rspm,spm,date,New Date,year,month
67958,Maharashtra,Navi Mumbai,7.0,19.2,88.0,148.0,1/13/2009,2015-01-13,2015,1
67959,Maharashtra,Navi Mumbai,11.5,54.8,181.0,342.0,1/13/2009,2015-01-13,2015,1
68040,Maharashtra,Navi Mumbai,18.7,23.5,150.0,388.0,1/14/2009,2015-01-14,2015,1
68041,Maharashtra,Navi Mumbai,9.5,38.2,107.0,295.0,1/14/2009,2015-01-14,2015,1
68138,Maharashtra,Navi Mumbai,21.0,54.2,800.0,998.0,1/15/2009,2015-01-15,2015,1
68139,Maharashtra,Navi Mumbai,12.3,29.2,131.0,357.0,1/15/2009,2015-01-15,2015,1
68254,Maharashtra,Navi Mumbai,10.7,29.0,143.0,309.0,1/16/2009,2015-01-16,2015,1
68255,Maharashtra,Navi Mumbai,8.7,26.2,220.0,516.0,1/16/2009,2015-01-16,2015,1
68337,Maharashtra,Navi Mumbai,7.0,25.3,175.0,469.0,1/17/2009,2015-01-17,2015,1
68338,Maharashtra,Navi Mumbai,13.2,26.7,113.0,384.0,1/17/2009,2015-01-17,2015,1
68456,Maharashtra,Navi Mumbai,20.5,58.0,242.0,418.0,1/19/2009,2015-01-19,2015,1
68457,Maharashtra,Navi Mumbai,8.8,31.0,151.0,334.0,1/19/2009,2015-01-19,2015,1
68572,Maharashtra,Navi Mumbai,9.8,36.3,89.0,425.0,1/20/2009,2015-01-20,2015,1
68573,Maharashtra,Navi Mumbai,8.5,36.8,168.0,386.0,1/20/2009,2015-01-20,2015,1
68686,Maharashtra,Navi Mumbai,11.7,39.0,100.0,490.0,1/21/2009,2015-01-21,2015,1
68687,Maharashtra,Navi Mumbai,14.7,75.2,255.0,497.0,1/21/2009,2015-01-21,2015,1
68791,Maharashtra,Navi Mumbai,19.0,69.5,314.0,617.0,1/22/2009,2015-01-22,2015,1
68792,Maharashtra,Navi Mumbai,9.2,24.0,160.0,664.0,1/22/2009,2015-01-22,2015,1
68905,Maharashtra,Navi Mumbai,11.7,30.2,81.0,178.0,1/23/2009,2015-01-23,2015,1
68906,Maharashtra,Navi Mumbai,16.2,56.3,194.0,377.0,1/23/2009,2015-01-23,2015,1
68987,Maharashtra,Navi Mumbai,41.2,70.0,216.0,530.0,1/24/2009,2015-01-24,2015,1
68988,Maharashtra,Navi Mumbai,11.7,65.5,157.0,571.0,1/24/2009,2015-01-24,2015,1
69149,Maharashtra,Navi Mumbai,13.5,80.5,116.0,288.0,1/27/2009,2015-01-27,2015,1
69150,Maharashtra,Navi Mumbai,10.0,43.2,209.0,558.0,1/27/2009,2015-01-27,2015,1
69271,Maharashtra,Navi Mumbai,24.3,55.0,202.0,517.0,1/28/2009,2015-01-28,2015,1
69272,Maharashtra,Navi Mumbai,12.3,53.7,181.0,331.0,1/28/2009,2015-01-28,2015,1
69376,Maharashtra,Navi Mumbai,84.2,47.3,448.0,715.0,1/29/2009,2015-01-29,2015,1
69377,Maharashtra,Navi Mumbai,47.5,85.7,161.0,645.0,1/29/2009,2015-01-29,2015,1
69486,Maharashtra,Navi Mumbai,27.7,76.2,394.0,626.0,1/30/2009,2015-01-30,2015,1
69487,Maharashtra,Navi Mumbai,26.8,52.5,69.0,262.0,1/30/2009,2015-01-30,2015,1
69568,Maharashtra,Navi Mumbai,25.3,48.5,155.0,326.0,1/31/2009,2015-01-31,2015,1
69569,Maharashtra,Navi Mumbai,24.7,48.0,116.0,602.0,1/31/2009,2015-01-31,2015,1
69652,Maharashtra,Navi Mumbai,6.7,31.8,256.0,441.0,2/1/2009,2015-02-01,2015,2
69653,Maharashtra,Navi Mumbai,11.0,27.0,120.0,314.0,2/1/2009,2015-02-01,2015,2
69771,Maharashtra,Navi Mumbai,39.3,55.0,484.0,924.0,2/2/2009,2015-02-02,2015,2
69772,Maharashtra,Navi Mumbai,41.5,52.2,239.0,463.0,2/2/2009,2015-02-02,2015,2
69896,Maharashtra,Navi Mumbai,42.8,66.0,338.0,738.0,2/3/2009,2015-02-03,2015,2
69897,Maharashtra,Navi Mumbai,17.3,45.8,194.0,643.0,2/3/2009,2015-02-03,2015,2
70014,Maharashtra,Navi Mumbai,11.3,75.5,213.0,523.0,2/4/2009,2015-02-04,2015,2
70015,Maharashtra,Navi Mumbai,9.8,29.2,72.0,301.0,2/4/2009,2015-02-04,2015,2
70107,Maharashtra,Navi Mumbai,9.5,37.8,23.0,108.0,2/5/2009,2015-02-05,2015,2
70108,Maharashtra,Navi Mumbai,13.7,36.7,129.0,134.0,2/5/2009,2015-02-05,2015,2
70192,Maharashtra,Navi Mumbai,7.0,25.3,323.0,580.0,2/6/2009,2015-02-06,2015,2
70193,Maharashtra,Navi Mumbai,11.0,29.2,27.0,62.0,2/6/2009,2015-02-06,2015,2
70299,Maharashtra,Navi Mumbai,18.7,67.5,42.0,473.0,2/7/2009,2015-02-07,2015,2
70300,Maharashtra,Navi Mumbai,8.2,52.8,16.0,82.0,2/7/2009,2015-02-07,2015,2
70414,Maharashtra,Navi Mumbai,14.2,31.3,89.0,100.0,2/9/2009,2015-02-09,2015,2
70415,Maharashtra,Navi Mumbai,8.3,37.8,29.0,40.0,2/9/2009,2015-02-09,2015,2
70469,Maharashtra,Navi Mumbai,8.5,32.8,62.0,72.0,2/10/2009,2015-02-10,2015,2
70470,Maharashtra,Navi Mumbai,7.0,34.0,90.0,121.0,2/10/2009,2015-02-10,2015,2
70528,Maharashtra,Navi Mumbai,13.7,41.3,121.0,373.0,2/11/2009,2015-02-11,2015,2
70529,Maharashtra,Navi Mumbai,6.5,34.7,100.0,237.0,2/11/2009,2015-02-11,2015,2
70590,Maharashtra,Navi Mumbai,10.8,55.0,183.0,375.0,2/12/2009,2015-02-12,2015,2
70591,Maharashtra,Navi Mumbai,10.3,52.8,37.0,80.0,2/12/2009,2015-02-12,2015,2
70674,Maharashtra,Navi Mumbai,14.5,46.7,130.0,219.0,2/13/2009,2015-02-13,2015,2
70675,Maharashtra,Navi Mumbai,80.8,99.8,101.0,241.0,2/13/2009,2015-02-13,2015,2
70753,Maharashtra,Navi Mumbai,37.0,55.0,169.0,480.0,2/14/2009,2015-02-14,2015,2
70754,Maharashtra,Navi Mumbai,19.5,47.7,122.0,361.0,2/14/2009,2015-02-14,2015,2
70864,Maharashtra,Navi Mumbai,72.5,63.8,406.0,640.0,2/16/2009,2015-02-16,2015,2
70865,Maharashtra,Navi Mumbai,80.8,69.8,154.0,376.0,2/16/2009,2015-02-16,2015,2
70983,Maharashtra,Navi Mumbai,75.8,50.0,140.0,362.0,2/17/2009,2015-02-17,2015,2
70984,Maharashtra,Navi Mumbai,92.5,73.7,146.0,366.0,2/17/2009,2015-02-17,2015,2
71082,Maharashtra,Navi Mumbai,61.0,112.8,120.0,386.0,2/18/2009,2015-02-18,2015,2
71083,Maharashtra,Navi Mumbai,26.3,88.8,206.0,572.0,2/18/2009,2015-02-18,2015,2
71192,Maharashtra,Navi Mumbai,43.0,39.6,311.0,513.0,2/19/2009,2015-02-19,2015,2
71193,Maharashtra,Navi Mumbai,23.2,80.3,164.0,456.0,2/19/2009,2015-02-19,2015,2
71304,Maharashtra,Navi Mumbai,23.6,75.2,180.0,295.0,2/20/2009,2015-02-20,2015,2
71305,Maharashtra,Navi Mumbai,42.0,60.3,182.0,551.0,2/20/2009,2015-02-20,2015,2
71390,Maharashtra,Navi Mumbai,24.0,87.8,128.0,475.0,2/21/2009,2015-02-21,2015,2
71391,Maharashtra,Navi Mumbai,15.0,64.8,206.0,572.0,2/21/2009,2015-02-21,2015,2
71485,Maharashtra,Navi Mumbai,36.3,63.5,362.0,696.0,2/23/2009,2015-02-23,2015,2
71486,Maharashtra,Navi Mumbai,73.8,55.2,272.0,562.0,2/23/2009,2015-02-23,2015,2
71574,Maharashtra,Navi Mumbai,66.0,44.3,88.0,445.0,2/24/2009,2015-02-24,2015,2
71575,Maharashtra,Navi Mumbai,10.2,76.7,169.0,356.0,2/24/2009,2015-02-24,2015,2
71676,Maharashtra,Navi Mumbai,48.5,67.5,85.0,575.0,2/25/2009,2015-02-25,2015,2
71677,Maharashtra,Navi Mumbai,9.3,59.8,318.0,708.0,2/25/2009,2015-02-25,2015,2
71783,Maharashtra,Navi Mumbai,64.0,53.2,245.0,554.0,2/26/2009,2015-02-26,2015,2
71784,Maharashtra,Navi Mumbai,66.5,49.8,220.0,404.0,2/26/2009,2015-02-26,2015,2
71897,Maharashtra,Navi Mumbai,17.0,82.3,268.0,822.0,2/27/2009,2015-02-27,2015,2
71898,Maharashtra,Navi Mumbai,8.5,67.5,378.0,605.0,2/27/2009,2015-02-27,2015,2
71986,Maharashtra,Navi Mumbai,27.8,67.5,264.0,629.0,2/28/2009,2015-02-28,2015,2
71987,Maharashtra,Navi Mumbai,21.5,68.7,199.0,567.0,2/28/2009,2015-02-28,2015,2
72058,Maharashtra,Navi Mumbai,12.5,30.3,285.0,553.0,3/1/2009,2015-03-01,2015,3
72059,Maharashtra,Navi Mumbai,13.0,24.8,121.0,495.0,3/1/2009,2015-03-01,2015,3
72151,Maharashtra,Navi Mumbai,39.7,54.3,68.0,215.0,3/2/2009,2015-03-02,2015,3
72152,Maharashtra,Navi Mumbai,10.4,88.0,294.0,440.0,3/2/2009,2015-03-02,2015,3
72258,Maharashtra,Navi Mumbai,19.0,34.5,298.0,662.0,3/3/2009,2015-03-03,2015,3
72259,Maharashtra,Navi Mumbai,17.2,72.2,314.0,694.0,3/3/2009,2015-03-03,2015,3
72354,Maharashtra,Navi Mumbai,13.2,23.5,95.0,345.0,3/4/2009,2015-03-04,2015,3
72355,Maharashtra,Navi Mumbai,15.2,38.2,70.0,218.0,3/4/2009,2015-03-04,2015,3
72439,Maharashtra,Navi Mumbai,12.3,23.2,23.0,86.0,3/6/2009,2015-03-06,2015,3
72440,Maharashtra,Navi Mumbai,9.5,38.2,20.0,107.0,3/6/2009,2015-03-06,2015,3
72524,Maharashtra,Navi Mumbai,10.8,22.5,22.0,23.0,3/7/2009,2015-03-07,2015,3
72525,Maharashtra,Navi Mumbai,6.3,19.2,29.0,30.0,3/7/2009,2015-03-07,2015,3
72623,Maharashtra,Navi Mumbai,10.0,45.3,80.0,240.0,3/8/2009,2015-03-08,2015,3
72624,Maharashtra,Navi Mumbai,8.7,23.0,26.0,99.0,3/8/2009,2015-03-08,2015,3
72718,Maharashtra,Navi Mumbai,14.0,61.2,118.0,273.0,3/9/2009,2015-03-09,2015,3
72719,Maharashtra,Navi Mumbai,8.5,25.2,28.0,39.0,3/9/2009,2015-03-09,2015,3
72807,Maharashtra,Navi Mumbai,5.5,28.0,36.0,119.0,3/10/2009,2015-03-10,2015,3
72808,Maharashtra,Navi Mumbai,7.0,39.0,14.0,33.0,3/10/2009,2015-03-10,2015,3
72895,Maharashtra,Navi Mumbai,8.5,29.2,86.0,221.0,3/11/2009,2015-03-11,2015,3
72978,Maharashtra,Navi Mumbai,16.8,42.3,207.0,547.0,3/12/2009,2015-03-12,2015,3
72979,Maharashtra,Navi Mumbai,11.5,35.0,77.0,158.0,3/12/2009,2015-03-12,2015,3
72980,Maharashtra,Navi Mumbai,9.3,33.2,113.0,158.0,3/12/2009,2015-03-12,2015,3
73064,Maharashtra,Navi Mumbai,11.3,38.2,404.0,888.0,3/13/2009,2015-03-13,2015,3
73065,Maharashtra,Navi Mumbai,14.5,80.3,70.0,218.0,3/13/2009,2015-03-13,2015,3
73157,Maharashtra,Navi Mumbai,13.3,83.5,77.0,472.0,3/14/2009,2015-03-14,2015,3
73158,Maharashtra,Navi Mumbai,11.0,70.2,109.0,452.0,3/14/2009,2015-03-14,2015,3
73283,Maharashtra,Navi Mumbai,24.3,48.5,255.0,598.0,3/16/2009,2015-03-16,2015,3
73284,Maharashtra,Navi Mumbai,25.0,96.7,117.0,375.0,3/16/2009,2015-03-16,2015,3
73393,Maharashtra,Navi Mumbai,37.5,53.3,365.0,816.0,3/17/2009,2015-03-17,2015,3
73394,Maharashtra,Navi Mumbai,16.3,122.3,271.0,723.0,3/17/2009,2015-03-17,2015,3
73489,Maharashtra,Navi Mumbai,18.2,74.8,142.0,343.0,3/18/2009,2015-03-18,2015,3
73490,Maharashtra,Navi Mumbai,12.8,62.7,72.0,298.0,3/18/2009,2015-03-18,2015,3
73603,Maharashtra,Navi Mumbai,80.5,84.2,301.0,780.0,3/19/2009,2015-03-19,2015,3
73604,Maharashtra,Navi Mumbai,12.8,52.5,67.0,480.0,3/19/2009,2015-03-19,2015,3
73721,Maharashtra,Navi Mumbai,11.0,30.2,116.0,386.0,3/20/2009,2015-03-20,2015,3
73722,Maharashtra,Navi Mumbai,14.8,48.0,94.0,253.0,3/20/2009,2015-03-20,2015,3
73812,Maharashtra,Navi Mumbai,11.7,29.0,37.0,396.0,3/21/2009,2015-03-21,2015,3
73813,Maharashtra,Navi Mumbai,18.7,32.3,75.0,297.0,3/21/2009,2015-03-21,2015,3
73928,Maharashtra,Navi Mumbai,18.0,86.3,270.0,555.0,3/23/2009,2015-03-23,2015,3
73929,Maharashtra,Navi Mumbai,10.8,39.2,120.0,334.0,3/23/2009,2015-03-23,2015,3
74044,Maharashtra,Navi Mumbai,45.2,86.0,292.0,620.0,3/24/2009,2015-03-24,2015,3
74045,Maharashtra,Navi Mumbai,13.8,34.8,111.0,507.0,3/24/2009,2015-03-24,2015,3
74136,Maharashtra,Navi Mumbai,14.5,36.7,103.0,558.0,3/25/2009,2015-03-25,2015,3
74137,Maharashtra,Navi Mumbai,10.8,33.3,117.0,314.0,3/25/2009,2015-03-25,2015,3
74249,Maharashtra,Navi Mumbai,23.0,85.7,349.0,967.0,3/26/2009,2015-03-26,2015,3
74250,Maharashtra,Navi Mumbai,14.3,38.0,68.0,505.0,3/26/2009,2015-03-26,2015,3
74343,Maharashtra,Navi Mumbai,11.3,29.3,108.0,731.0,3/27/2009,2015-03-27,2015,3
74344,Maharashtra,Navi Mumbai,12.7,44.3,214.0,402.0,3/27/2009,2015-03-27,2015,3
74425,Maharashtra,Navi Mumbai,12.8,30.0,57.0,388.0,3/28/2009,2015-03-28,2015,3
74426,Maharashtra,Navi Mumbai,14.8,36.8,73.0,361.0,3/28/2009,2015-03-28,2015,3
74539,Maharashtra,Navi Mumbai,23.2,42.8,323.0,703.0,3/30/2009,2015-03-30,2015,3
74540,Maharashtra,Navi Mumbai,11.0,26.5,113.0,571.0,3/30/2009,2015-03-30,2015,3
74626,Maharashtra,Navi Mumbai,27.0,63.7,171.0,420.0,3/31/2009,2015-03-31,2015,3
74627,Maharashtra,Navi Mumbai,13.8,31.3,171.0,420.0,3/31/2009,2015-03-31,2015,3
74751,Maharashtra,Navi Mumbai,46.3,54.2,134.0,390.0,4/2/2009,2015-04-02,2015,4
74752,Maharashtra,Navi Mumbai,11.7,72.0,178.0,498.0,4/2/2009,2015-04-02,2015,4
74853,Maharashtra,Navi Mumbai,12.2,63.7,109.0,254.0,4/3/2009,2015-04-03,2015,4
74854,Maharashtra,Navi Mumbai,13.7,65.3,192.0,569.0,4/3/2009,2015-04-03,2015,4
74945,Maharashtra,Navi Mumbai,9.7,29.3,70.0,171.0,4/4/2009,2015-04-04,2015,4
74946,Maharashtra,Navi Mumbai,12.3,60.0,27.0,184.0,4/4/2009,2015-04-04,2015,4
75047,Maharashtra,Navi Mumbai,13.3,62.8,206.0,775.0,4/5/2009,2015-04-05,2015,4
75048,Maharashtra,Navi Mumbai,9.7,52.5,21.0,42.0,4/5/2009,2015-04-05,2015,4
75176,Maharashtra,Navi Mumbai,18.7,48.8,224.0,654.0,4/6/2009,2015-04-06,2015,4
75177,Maharashtra,Navi Mumbai,8.7,33.0,34.0,154.0,4/6/2009,2015-04-06,2015,4
75278,Maharashtra,Navi Mumbai,12.5,52.3,25.0,26.0,4/7/2009,2015-04-07,2015,4
75279,Maharashtra,Navi Mumbai,6.3,22.5,14.0,15.0,4/7/2009,2015-04-07,2015,4
75376,Maharashtra,Navi Mumbai,8.3,22.7,29.0,67.0,4/8/2009,2015-04-08,2015,4
75377,Maharashtra,Navi Mumbai,7.5,29.2,77.0,147.0,4/8/2009,2015-04-08,2015,4
75479,Maharashtra,Navi Mumbai,11.5,23.7,36.0,68.0,4/9/2009,2015-04-09,2015,4
75480,Maharashtra,Navi Mumbai,9.8,28.8,55.0,63.0,4/9/2009,2015-04-09,2015,4
75581,Maharashtra,Navi Mumbai,11.7,33.8,182.0,265.0,4/11/2009,2015-04-11,2015,4
75582,Maharashtra,Navi Mumbai,9.5,30.8,25.0,120.0,4/11/2009,2015-04-11,2015,4
75650,Maharashtra,Navi Mumbai,9.8,30.2,110.0,277.0,4/12/2009,2015-04-12,2015,4
75651,Maharashtra,Navi Mumbai,7.8,34.8,118.0,216.0,4/12/2009,2015-04-12,2015,4
75742,Maharashtra,Navi Mumbai,20.2,52.2,225.0,460.0,4/13/2009,2015-04-13,2015,4
75743,Maharashtra,Navi Mumbai,12.5,25.0,126.0,328.0,4/13/2009,2015-04-13,2015,4
75832,Maharashtra,Navi Mumbai,20.0,44.0,259.0,717.0,4/14/2009,2015-04-14,2015,4
75833,Maharashtra,Navi Mumbai,10.0,21.2,47.0,193.0,4/14/2009,2015-04-14,2015,4
75904,Maharashtra,Navi Mumbai,11.2,35.5,32.0,115.0,4/15/2009,2015-04-15,2015,4
75905,Maharashtra,Navi Mumbai,15.3,19.7,87.0,322.0,4/15/2009,2015-04-15,2015,4
76012,Maharashtra,Navi Mumbai,19.0,67.0,200.0,598.0,4/16/2009,2015-04-16,2015,4
76013,Maharashtra,Navi Mumbai,15.3,19.8,49.0,166.0,4/16/2009,2015-04-16,2015,4
76118,Maharashtra,Navi Mumbai,15.8,26.8,200.0,510.0,4/17/2009,2015-04-17,2015,4
76119,Maharashtra,Navi Mumbai,11.7,40.5,55.0,302.0,4/17/2009,2015-04-17,2015,4
76201,Maharashtra,Navi Mumbai,11.7,29.0,149.0,386.0,4/18/2009,2015-04-18,2015,4
76202,Maharashtra,Navi Mumbai,15.2,25.7,104.0,407.0,4/18/2009,2015-04-18,2015,4
76324,Maharashtra,Navi Mumbai,19.7,44.2,108.0,598.0,4/20/2009,2015-04-20,2015,4
76325,Maharashtra,Navi Mumbai,10.7,31.0,117.0,375.0,4/20/2009,2015-04-20,2015,4
76441,Maharashtra,Navi Mumbai,19.8,59.7,299.0,640.0,4/21/2009,2015-04-21,2015,4
76442,Maharashtra,Navi Mumbai,10.5,29.8,53.0,292.0,4/21/2009,2015-04-21,2015,4
76550,Maharashtra,Navi Mumbai,11.7,38.2,135.0,291.0,4/22/2009,2015-04-22,2015,4
76551,Maharashtra,Navi Mumbai,13.5,52.7,121.0,277.0,4/22/2009,2015-04-22,2015,4
76636,Maharashtra,Navi Mumbai,12.7,54.8,262.0,827.0,4/23/2009,2015-04-23,2015,4
76637,Maharashtra,Navi Mumbai,9.5,53.7,87.0,255.0,4/23/2009,2015-04-23,2015,4
76741,Maharashtra,Navi Mumbai,9.3,32.3,119.0,316.0,4/24/2009,2015-04-24,2015,4
76742,Maharashtra,Navi Mumbai,12.2,38.2,69.0,293.0,4/24/2009,2015-04-24,2015,4
76816,Maharashtra,Navi Mumbai,13.2,47.0,260.0,467.0,4/25/2009,2015-04-25,2015,4
76817,Maharashtra,Navi Mumbai,11.8,36.5,164.0,572.0,4/25/2009,2015-04-25,2015,4
76928,Maharashtra,Navi Mumbai,20.7,63.5,331.0,728.0,4/27/2009,2015-04-27,2015,4
76929,Maharashtra,Navi Mumbai,10.8,36.3,38.0,111.0,4/27/2009,2015-04-27,2015,4
77028,Maharashtra,Navi Mumbai,18.5,98.3,368.0,965.0,4/28/2009,2015-04-28,2015,4
77029,Maharashtra,Navi Mumbai,8.8,29.2,168.0,314.0,4/28/2009,2015-04-28,2015,4
77122,Maharashtra,Navi Mumbai,15.5,45.0,60.0,450.0,4/29/2009,2015-04-29,2015,4
77123,Maharashtra,Navi Mumbai,12.3,24.3,51.0,228.0,4/29/2009,2015-04-29,2015,4
77211,Maharashtra,Navi Mumbai,21.8,79.0,313.0,664.0,4/30/2009,2015-04-30,2015,4
77212,Maharashtra,Navi Mumbai,8.8,104.5,35.0,172.0,4/30/2009,2015-04-30,2015,4
77322,Maharashtra,Navi Mumbai,32.8,68.5,382.0,661.0,5/1/2009,2015-05-01,2015,5
77430,Maharashtra,Navi Mumbai,148.4,50.2,393.0,593.0,5/2/2009,2015-05-02,2015,5
77431,Maharashtra,Navi Mumbai,41.2,97.5,157.0,595.0,5/2/2009,2015-05-02,2015,5
77541,Maharashtra,Navi Mumbai,42.0,86.2,300.0,597.0,5/3/2009,2015-05-03,2015,5
77542,Maharashtra,Navi Mumbai,24.2,80.7,113.0,655.0,5/3/2009,2015-05-03,2015,5
77667,Maharashtra,Navi Mumbai,8.7,27.0,89.0,171.0,5/5/2009,2015-05-05,2015,5
77668,Maharashtra,Navi Mumbai,12.5,52.5,61.0,238.0,5/5/2009,2015-05-05,2015,5
77767,Maharashtra,Navi Mumbai,10.0,36.3,89.0,425.0,5/6/2009,2015-05-06,2015,5
77768,Maharashtra,Navi Mumbai,8.8,20.8,29.0,121.0,5/6/2009,2015-05-06,2015,5
77865,Maharashtra,Navi Mumbai,8.5,28.8,122.0,330.0,5/8/2009,2015-05-08,2015,5
77866,Maharashtra,Navi Mumbai,7.5,35.5,51.0,106.0,5/8/2009,2015-05-08,2015,5
77934,Maharashtra,Navi Mumbai,9.2,30.8,41.0,54.0,5/9/2009,2015-05-09,2015,5
77935,Maharashtra,Navi Mumbai,9.3,29.0,13.0,21.0,5/9/2009,2015-05-09,2015,5
78018,Maharashtra,Navi Mumbai,11.0,46.5,33.0,105.0,5/10/2009,2015-05-10,2015,5
78019,Maharashtra,Navi Mumbai,7.8,36.3,32.0,67.0,5/10/2009,2015-05-10,2015,5
78115,Maharashtra,Navi Mumbai,15.3,39.3,108.0,331.0,5/11/2009,2015-05-11,2015,5
78116,Maharashtra,Navi Mumbai,10.7,36.3,91.0,182.0,5/11/2009,2015-05-11,2015,5
78193,Maharashtra,Navi Mumbai,12.5,45.0,154.0,346.0,5/12/2009,2015-05-12,2015,5
78194,Maharashtra,Navi Mumbai,14.8,46.8,178.0,304.0,5/12/2009,2015-05-12,2015,5
78266,Maharashtra,Navi Mumbai,7.0,40.5,45.0,50.0,5/13/2009,2015-05-13,2015,5
78267,Maharashtra,Navi Mumbai,11.3,51.8,90.0,257.0,5/13/2009,2015-05-13,2015,5
78355,Maharashtra,Navi Mumbai,11.3,39.8,223.0,706.0,5/14/2009,2015-05-14,2015,5
78356,Maharashtra,Navi Mumbai,12.7,26.2,36.0,56.0,5/14/2009,2015-05-14,2015,5
78464,Maharashtra,Navi Mumbai,8.8,37.2,36.0,41.0,5/15/2009,2015-05-15,2015,5
78465,Maharashtra,Navi Mumbai,9.0,47.5,30.0,96.0,5/15/2009,2015-05-15,2015,5
78561,Maharashtra,Navi Mumbai,11.7,35.2,25.0,30.0,5/16/2009,2015-05-16,2015,5
78562,Maharashtra,Navi Mumbai,6.0,35.5,132.0,611.0,5/16/2009,2015-05-16,2015,5
78662,Maharashtra,Navi Mumbai,8.5,57.8,132.0,491.0,5/18/2009,2015-05-18,2015,5
78663,Maharashtra,Navi Mumbai,8.7,29.0,13.0,18.0,5/18/2009,2015-05-18,2015,5
78773,Maharashtra,Navi Mumbai,10.3,46.8,34.0,39.0,5/19/2009,2015-05-19,2015,5
78774,Maharashtra,Navi Mumbai,7.2,40.6,91.0,194.0,5/19/2009,2015-05-19,2015,5
78876,Maharashtra,Navi Mumbai,10.2,47.5,43.0,87.0,5/20/2009,2015-05-20,2015,5
78877,Maharashtra,Navi Mumbai,9.5,29.3,51.0,408.0,5/20/2009,2015-05-20,2015,5
78976,Maharashtra,Navi Mumbai,5.3,54.5,266.0,794.0,5/21/2009,2015-05-21,2015,5
78977,Maharashtra,Navi Mumbai,5.7,73.7,27.0,37.0,5/21/2009,2015-05-21,2015,5
79094,Maharashtra,Navi Mumbai,8.5,34.8,40.0,46.0,5/22/2009,2015-05-22,2015,5
79095,Maharashtra,Navi Mumbai,8.3,14.2,57.0,158.0,5/22/2009,2015-05-22,2015,5
79169,Maharashtra,Navi Mumbai,7.3,34.0,151.0,329.0,5/23/2009,2015-05-23,2015,5
79170,Maharashtra,Navi Mumbai,6.7,60.5,52.0,258.0,5/23/2009,2015-05-23,2015,5
79274,Maharashtra,Navi Mumbai,13.8,42.0,209.0,744.0,5/25/2009,2015-05-25,2015,5
79275,Maharashtra,Navi Mumbai,8.7,26.2,15.0,52.0,5/25/2009,2015-05-25,2015,5
79385,Maharashtra,Navi Mumbai,9.5,29.0,75.0,81.0,5/26/2009,2015-05-26,2015,5
79386,Maharashtra,Navi Mumbai,6.2,23.6,16.0,58.0,5/26/2009,2015-05-26,2015,5
79481,Maharashtra,Navi Mumbai,5.8,31.8,21.0,40.0,5/27/2009,2015-05-27,2015,5
79482,Maharashtra,Navi Mumbai,7.5,53.3,41.0,155.0,5/27/2009,2015-05-27,2015,5
79573,Maharashtra,Navi Mumbai,12.2,28.8,183.0,703.0,5/28/2009,2015-05-28,2015,5
79574,Maharashtra,Navi Mumbai,6.5,37.0,25.0,80.0,5/28/2009,2015-05-28,2015,5
79681,Maharashtra,Navi Mumbai,9.8,27.3,94.0,99.0,5/29/2009,2015-05-29,2015,5
79682,Maharashtra,Navi Mumbai,6.8,14.2,27.0,110.0,5/29/2009,2015-05-29,2015,5
79760,Maharashtra,Navi Mumbai,8.8,35.7,26.0,100.0,5/30/2009,2015-05-30,2015,5
79761,Maharashtra,Navi Mumbai,10.0,37.5,37.0,139.0,5/30/2009,2015-05-30,2015,5
79856,Maharashtra,Navi Mumbai,9.3,25.0,86.0,488.0,6/1/2009,2015-06-01,2015,6
79857,Maharashtra,Navi Mumbai,11.2,50.2,139.0,312.0,6/1/2009,2015-06-01,2015,6
79960,Maharashtra,Navi Mumbai,16.991996279226868,40.074076761816656,,265.7899391927446,6/2/2009,2015-06-02,2015,6
79961,Maharashtra,Navi Mumbai,22.3,70.3,153.0,383.0,6/2/2009,2015-06-02,2015,6
80051,Maharashtra,Navi Mumbai,31.3,67.3,232.0,693.0,6/3/2009,2015-06-03,2015,6
80052,Maharashtra,Navi Mumbai,17.2,66.8,88.0,315.0,6/3/2009,2015-06-03,2015,6
80160,Maharashtra,Navi Mumbai,21.8,54.8,315.0,643.0,6/4/2009,2015-06-04,2015,6
80161,Maharashtra,Navi Mumbai,12.3,29.0,117.0,390.0,6/4/2009,2015-06-04,2015,6
80257,Maharashtra,Navi Mumbai,10.7,20.7,39.0,146.0,6/5/2009,2015-06-05,2015,6
80258,Maharashtra,Navi Mumbai,9.0,37.8,49.0,57.0,6/5/2009,2015-06-05,2015,6
80337,Maharashtra,Navi Mumbai,11.7,39.0,25.0,112.0,6/6/2009,2015-06-06,2015,6
80338,Maharashtra,Navi Mumbai,8.5,29.2,168.0,386.0,6/6/2009,2015-06-06,2015,6
80423,Maharashtra,Navi Mumbai,7.2,29.0,13.0,14.0,6/7/2009,2015-06-07,2015,6
80424,Maharashtra,Navi Mumbai,5.0,44.5,9.0,14.0,6/7/2009,2015-06-07,2015,6
80538,Maharashtra,Navi Mumbai,15.3,58.8,114.0,315.0,6/8/2009,2015-06-08,2015,6
80539,Maharashtra,Navi Mumbai,5.0,19.2,31.0,91.0,6/8/2009,2015-06-08,2015,6
80653,Maharashtra,Navi Mumbai,10.3,38.5,56.0,75.0,6/10/2009,2015-06-10,2015,6
80654,Maharashtra,Navi Mumbai,7.8,33.5,66.0,89.0,6/10/2009,2015-06-10,2015,6
80732,Maharashtra,Navi Mumbai,6.5,34.8,74.0,123.0,6/11/2009,2015-06-11,2015,6
