,state,location,so2,no2,rspm,spm,date,New Date,year,month
35158,Delhi,Delhi,6.8,53.5,293.0,563.0,1/2/2007,2013-01-02,2013,1
35159,Delhi,Delhi,4.8,28.5,104.0,256.0,1/2/2007,2013-01-02,2013,1
35168,Delhi,Delhi,4.3,26.3,79.0,175.0,1/3/2007,2013-01-03,2013,1
35169,Delhi,Delhi,4.0,14.0,,105.0,1/3/2007,2013-01-03,2013,1
35191,Delhi,Delhi,7.3,59.0,114.0,418.0,1/5/2007,2013-01-05,2013,1
35192,Delhi,Delhi,4.7,51.0,,599.0,1/5/2007,2013-01-05,2013,1
35199,Delhi,Delhi,3.6,47.6,199.0,480.0,1/5/2007,2013-01-05,2013,1
35222,Delhi,Delhi,4.7,39.7,456.0,441.039979757085,1/5/2007,2013-01-05,2013,1
35223,Delhi,Delhi,4.2,40.5,,355.0,1/6/2007,2013-01-06,2013,1
35224,Delhi,Delhi,4.0,36.2,185.0,441.039979757085,1/6/2007,2013-01-06,2013,1
35225,Delhi,Delhi,6.226823081800888,51.7,44.0,114.0,1/8/2007,2013-01-08,2013,1
35226,Delhi,Delhi,4.0,36.0,77.0,206.0,1/8/2007,2013-01-08,2013,1
35227,Delhi,Delhi,4.3,37.7,55.0,278.0,1/8/2007,2013-01-08,2013,1
35252,Delhi,Delhi,6.226823081800888,79.2,48.0,91.0,1/8/2007,2013-01-08,2013,1
35269,Delhi,Delhi,4.0,42.0,76.0,293.0,1/10/2007,2013-01-10,2013,1
35270,Delhi,Delhi,4.2,37.2,121.0,337.0,1/10/2007,2013-01-10,2013,1
35271,Delhi,Delhi,4.0,33.5,272.0,569.0,1/11/2007,2013-01-11,2013,1
35272,Delhi,Delhi,4.2,51.2,510.0,441.039979757085,1/11/2007,2013-01-11,2013,1
35273,Delhi,Delhi,6.3,66.2,172.0,301.0,1/15/2007,2013-01-15,2013,1
35274,Delhi,Delhi,4.7,59.5,,443.0,1/15/2007,2013-01-15,2013,1
35286,Delhi,Delhi,4.7,62.7,233.0,446.0,1/16/2007,2013-01-16,2013,1
35287,Delhi,Delhi,4.7,59.3,116.0,276.0,1/16/2007,2013-01-16,2013,1
35288,Delhi,Delhi,4.0,46.5,223.0,455.0,1/17/2007,2013-01-17,2013,1
35323,Delhi,Delhi,4.5,53.2,184.0,351.0,1/18/2007,2013-01-18,2013,1
35324,Delhi,Delhi,5.0,54.7,220.0,525.0,1/18/2007,2013-01-18,2013,1
35337,Delhi,Delhi,5.0,58.8,127.0,427.0,1/19/2007,2013-01-19,2013,1
35386,Delhi,Delhi,4.0,57.7,106.0,287.0,1/19/2007,2013-01-19,2013,1
35387,Delhi,Delhi,4.7,60.5,,427.0,1/22/2007,2013-01-22,2013,1
35388,Delhi,Delhi,4.5,56.0,308.0,496.0,1/22/2007,2013-01-22,2013,1
35389,Delhi,Delhi,5.2,62.3,140.0,308.0,1/23/2007,2013-01-23,2013,1
35390,Delhi,Delhi,4.7,50.7,298.0,587.0,1/23/2007,2013-01-23,2013,1
35391,Delhi,Delhi,4.7,50.8,241.0,443.0,1/24/2007,2013-01-24,2013,1
35403,Delhi,Delhi,4.3,47.2,103.0,236.0,1/24/2007,2013-01-24,2013,1
35404,Delhi,Delhi,4.0,51.0,,261.0,1/25/2007,2013-01-25,2013,1
35405,Delhi,Delhi,4.0,45.7,241.0,477.0,1/25/2007,2013-01-25,2013,1
35425,Delhi,Delhi,4.3,36.0,166.0,427.0,1/29/2007,2013-01-29,2013,1
35426,Delhi,Delhi,4.7,38.0,156.0,514.0,1/29/2007,2013-01-29,2013,1
35473,Delhi,Delhi,4.3,46.2,235.0,281.0,2/1/2007,2013-02-01,2013,2
35474,Delhi,Delhi,6.2,60.0,181.0,397.0,2/1/2007,2013-02-01,2013,2
35488,Delhi,Delhi,4.0,23.2,,280.0,2/2/2007,2013-02-02,2013,2
35534,Delhi,Delhi,5.0,40.5,351.0,694.0,2/2/2007,2013-02-02,2013,2
35546,Delhi,Delhi,4.0,26.3,113.0,246.0,2/3/2007,2013-02-03,2013,2
35547,Delhi,Delhi,4.7,28.2,59.0,222.0,2/3/2007,2013-02-03,2013,2
35548,Delhi,Delhi,6.2,30.0,79.0,284.0,2/4/2007,2013-02-04,2013,2
35583,Delhi,Delhi,5.2,58.3,86.0,275.0,2/4/2007,2013-02-04,2013,2
35598,Delhi,Delhi,11.2,92.2,111.0,275.0,2/5/2007,2013-02-05,2013,2
35599,Delhi,Delhi,10.4,96.9,116.0,278.0,2/5/2007,2013-02-05,2013,2
35638,Delhi,Delhi,4.0,41.7,70.0,240.0,2/7/2007,2013-02-07,2013,2
35639,Delhi,Delhi,4.0,38.0,120.0,164.0,2/7/2007,2013-02-07,2013,2
35640,Delhi,Delhi,3.0,60.4,57.0,129.0,2/8/2007,2013-02-08,2013,2
35641,Delhi,Delhi,4.0,36.5,,188.0,2/8/2007,2013-02-08,2013,2
35642,Delhi,Delhi,6.226823081800888,55.4,32.0,76.0,2/8/2007,2013-02-08,2013,2
35648,Delhi,Delhi,4.0,30.4,28.0,75.0,2/8/2007,2013-02-08,2013,2
35649,Delhi,Delhi,14.0,121.0,500.0,887.0,2/11/2007,2013-02-11,2013,2
35650,Delhi,Delhi,5.0,61.5,294.0,713.0,2/11/2007,2013-02-11,2013,2
35651,Delhi,Delhi,4.0,31.5,,473.0,2/11/2007,2013-02-11,2013,2
35652,Delhi,Delhi,6.8,32.4,77.0,118.0,2/13/2007,2013-02-13,2013,2
35653,Delhi,Delhi,5.0,36.8,81.0,184.0,2/13/2007,2013-02-13,2013,2
35660,Delhi,Delhi,9.2,58.6,86.0,236.0,2/13/2007,2013-02-13,2013,2
35661,Delhi,Delhi,5.3,58.8,264.0,530.0,2/14/2007,2013-02-14,2013,2
35662,Delhi,Delhi,4.3,22.3,,160.0,2/14/2007,2013-02-14,2013,2
35697,Delhi,Delhi,11.0,73.0,193.0,562.0,2/14/2007,2013-02-14,2013,2
35698,Delhi,Delhi,4.0,23.5,,179.0,2/15/2007,2013-02-15,2013,2
35744,Delhi,Delhi,4.5,32.2,135.0,209.0,2/15/2007,2013-02-15,2013,2
35745,Delhi,Delhi,15.4,55.5,200.0,391.0,2/16/2007,2013-02-16,2013,2
35746,Delhi,Delhi,4.8,56.7,120.0,223.0,2/16/2007,2013-02-16,2013,2
35764,Delhi,Delhi,16.6,59.0,173.0,372.0,2/17/2007,2013-02-17,2013,2
35765,Delhi,Delhi,8.4,59.0,131.0,199.0,2/17/2007,2013-02-17,2013,2
35822,Delhi,Delhi,4.0,30.7,98.0,234.0,2/19/2007,2013-02-19,2013,2
35875,Delhi,Delhi,4.2,31.2,153.0,375.0,2/19/2007,2013-02-19,2013,2
35876,Delhi,Delhi,15.9,38.1,186.0,373.0,2/20/2007,2013-02-20,2013,2
35926,Delhi,Delhi,5.2,51.0,110.0,322.0,2/20/2007,2013-02-20,2013,2
35966,Delhi,Delhi,6.1,51.4,141.0,223.0,2/20/2007,2013-02-20,2013,2
35967,Delhi,Delhi,12.9,53.0,120.0,401.0,2/20/2007,2013-02-20,2013,2
35968,Delhi,Delhi,20.6,49.6,215.0,480.0,2/21/2007,2013-02-21,2013,2
35969,Delhi,Delhi,9.5,60.3,152.0,299.0,2/21/2007,2013-02-21,2013,2
35970,Delhi,Delhi,4.0,26.7,,197.0,2/21/2007,2013-02-21,2013,2
35971,Delhi,Delhi,4.3,37.7,166.0,335.0,2/21/2007,2013-02-21,2013,2
35999,Delhi,Delhi,17.3,73.3,138.0,485.0,2/21/2007,2013-02-21,2013,2
36031,Delhi,Delhi,4.0,34.7,111.0,272.0,2/22/2007,2013-02-22,2013,2
36032,Delhi,Delhi,4.2,34.8,130.0,326.0,2/22/2007,2013-02-22,2013,2
36033,Delhi,Delhi,4.7,56.2,81.0,286.0,2/23/2007,2013-02-23,2013,2
36034,Delhi,Delhi,4.0,30.7,,119.0,2/23/2007,2013-02-23,2013,2
36035,Delhi,Delhi,16.7,71.9,267.0,497.0,2/26/2007,2013-02-26,2013,2
36054,Delhi,Delhi,11.4,68.9,194.0,368.0,2/26/2007,2013-02-26,2013,2
36055,Delhi,Delhi,4.3,29.5,,220.0,2/26/2007,2013-02-26,2013,2
36056,Delhi,Delhi,4.3,40.5,175.0,302.0,2/26/2007,2013-02-26,2013,2
36071,Delhi,Delhi,21.2,93.1,229.0,653.0,2/26/2007,2013-02-26,2013,2
36072,Delhi,Delhi,9.4,37.0,175.0,341.0,2/27/2007,2013-02-27,2013,2
36126,Delhi,Delhi,4.2,28.0,145.0,326.0,2/27/2007,2013-02-27,2013,2
36127,Delhi,Delhi,5.0,46.0,159.0,625.0,2/27/2007,2013-02-27,2013,2
36143,Delhi,Delhi,4.1,35.8,102.0,207.0,2/27/2007,2013-02-27,2013,2
36194,Delhi,Delhi,17.0,45.7,89.0,320.0,2/27/2007,2013-02-27,2013,2
36195,Delhi,Delhi,6.3,53.3,212.0,452.0,3/1/2007,2013-03-01,2013,3
36196,Delhi,Delhi,5.0,36.7,106.0,284.0,3/1/2007,2013-03-01,2013,3
36201,Delhi,Delhi,4.3,37.0,178.0,397.0,3/4/2007,2013-03-04,2013,3
36202,Delhi,Delhi,4.0,34.5,236.0,326.0,3/4/2007,2013-03-04,2013,3
36203,Delhi,Delhi,4.0,34.3,103.0,230.0,3/5/2007,2013-03-05,2013,3
36204,Delhi,Delhi,4.0,37.0,216.0,336.0,3/5/2007,2013-03-05,2013,3
36205,Delhi,Delhi,4.0,36.2,,141.0,3/7/2007,2013-03-07,2013,3
36206,Delhi,Delhi,4.0,34.4,116.0,233.0,3/7/2007,2013-03-07,2013,3
36222,Delhi,Delhi,4.0,36.3,50.0,187.0,3/8/2007,2013-03-08,2013,3
36223,Delhi,Delhi,4.0,37.3,47.0,104.0,3/8/2007,2013-03-08,2013,3
36224,Delhi,Delhi,4.0,29.8,70.0,191.0,3/9/2007,2013-03-09,2013,3
36260,Delhi,Delhi,4.0,30.0,,248.0,3/9/2007,2013-03-09,2013,3
36276,Delhi,Delhi,17.1,104.4,259.0,526.0,3/10/2007,2013-03-10,2013,3
36277,Delhi,Delhi,4.0,46.0,238.0,564.0,3/10/2007,2013-03-10,2013,3
36309,Delhi,Delhi,2.8,117.3,217.0,375.0,3/10/2007,2013-03-10,2013,3
36310,Delhi,Delhi,4.0,23.0,,279.0,3/10/2007,2013-03-10,2013,3
36311,Delhi,Delhi,23.6,135.1,532.0,851.0,3/11/2007,2013-03-11,2013,3
36312,Delhi,Delhi,4.0,29.8,154.0,468.0,3/12/2007,2013-03-12,2013,3
36318,Delhi,Delhi,4.3,50.7,158.0,530.0,3/12/2007,2013-03-12,2013,3
36319,Delhi,Delhi,9.7,59.9,97.0,179.0,3/13/2007,2013-03-13,2013,3
36320,Delhi,Delhi,4.7,32.2,69.0,140.0,3/13/2007,2013-03-13,2013,3
36354,Delhi,Delhi,6.0,47.7,63.0,166.0,3/13/2007,2013-03-13,2013,3
36355,Delhi,Delhi,3.9,46.0,56.0,124.0,3/13/2007,2013-03-13,2013,3
36402,Delhi,Delhi,8.8,43.7,146.0,300.0,3/14/2007,2013-03-14,2013,3
36403,Delhi,Delhi,5.0,42.3,68.0,205.0,3/14/2007,2013-03-14,2013,3
36404,Delhi,Delhi,2.5,47.0,59.0,156.0,3/14/2007,2013-03-14,2013,3
36419,Delhi,Delhi,4.3,37.8,,149.0,3/14/2007,2013-03-14,2013,3
36420,Delhi,Delhi,4.0,31.0,79.0,185.0,3/15/2007,2013-03-15,2013,3
36468,Delhi,Delhi,4.0,35.0,79.0,159.0,3/15/2007,2013-03-15,2013,3
36485,Delhi,Delhi,4.0,36.2,82.0,266.0,3/16/2007,2013-03-16,2013,3
36540,Delhi,Delhi,4.0,34.7,39.0,209.0,3/16/2007,2013-03-16,2013,3
36541,Delhi,Delhi,5.0,54.2,137.0,518.0,3/19/2007,2013-03-19,2013,3
36542,Delhi,Delhi,4.3,41.8,256.0,400.0,3/19/2007,2013-03-19,2013,3
36543,Delhi,Delhi,11.7,63.8,116.0,253.0,3/20/2007,2013-03-20,2013,3
36544,Delhi,Delhi,7.2,43.2,74.0,183.0,3/20/2007,2013-03-20,2013,3
36545,Delhi,Delhi,4.2,30.0,60.0,244.0,3/20/2007,2013-03-20,2013,3
36557,Delhi,Delhi,4.0,35.0,88.0,234.0,3/20/2007,2013-03-20,2013,3
36558,Delhi,Delhi,11.2,57.7,146.0,343.0,3/21/2007,2013-03-21,2013,3
36590,Delhi,Delhi,4.2,37.5,137.0,297.0,3/21/2007,2013-03-21,2013,3
36598,Delhi,Delhi,4.0,32.5,101.0,233.0,3/21/2007,2013-03-21,2013,3
36632,Delhi,Delhi,9.2,52.5,81.0,266.0,3/21/2007,2013-03-21,2013,3
36648,Delhi,Delhi,4.5,40.5,117.0,300.0,3/22/2007,2013-03-22,2013,3
36658,Delhi,Delhi,4.2,31.7,188.0,332.0,3/22/2007,2013-03-22,2013,3
36659,Delhi,Delhi,4.0,27.5,,217.0,3/23/2007,2013-03-23,2013,3
36660,Delhi,Delhi,4.0,29.0,87.0,190.0,3/23/2007,2013-03-23,2013,3
36670,Delhi,Delhi,9.0,21.1,142.0,380.0,3/26/2007,2013-03-26,2013,3
36671,Delhi,Delhi,4.2,35.3,126.0,304.0,3/26/2007,2013-03-26,2013,3
36672,Delhi,Delhi,4.0,32.8,86.0,260.0,3/26/2007,2013-03-26,2013,3
36673,Delhi,Delhi,6.226823081800888,40.7,84.0,250.0,3/26/2007,2013-03-26,2013,3
36674,Delhi,Delhi,10.5,23.0,174.0,419.0,3/27/2007,2013-03-27,2013,3
36679,Delhi,Delhi,3.3,45.2,97.0,248.0,3/27/2007,2013-03-27,2013,3
36680,Delhi,Delhi,4.3,37.7,115.0,315.0,3/28/2007,2013-03-28,2013,3
36681,Delhi,Delhi,4.0,31.0,195.0,212.0,3/28/2007,2013-03-28,2013,3
36682,Delhi,Delhi,5.0,34.8,141.0,305.0,3/29/2007,2013-03-29,2013,3
36683,Delhi,Delhi,4.3,25.3,176.0,363.0,3/29/2007,2013-03-29,2013,3
36684,Delhi,Delhi,5.3,29.5,148.0,267.0,4/1/2007,2013-04-01,2013,4
36697,Delhi,Delhi,5.7,31.8,201.0,381.0,4/1/2007,2013-04-01,2013,4
36698,Delhi,Delhi,4.4,27.8,206.0,394.0,4/4/2007,2013-04-04,2013,4
36749,Delhi,Delhi,4.3,36.0,338.0,410.0,4/4/2007,2013-04-04,2013,4
36750,Delhi,Delhi,4.3,38.3,131.0,329.0,4/5/2007,2013-04-05,2013,4
36765,Delhi,Delhi,4.2,40.0,169.0,367.0,4/5/2007,2013-04-05,2013,4
36815,Delhi,Delhi,4.3,37.3,152.0,782.0,4/6/2007,2013-04-06,2013,4
36816,Delhi,Delhi,4.0,40.5,396.0,857.0,4/6/2007,2013-04-06,2013,4
36817,Delhi,Delhi,4.0,37.7,52.0,205.0,4/7/2007,2013-04-07,2013,4
36830,Delhi,Delhi,4.0,36.3,66.0,102.0,4/7/2007,2013-04-07,2013,4
36831,Delhi,Delhi,17.9,102.1,304.0,609.0,4/10/2007,2013-04-10,2013,4
36868,Delhi,Delhi,6.7,147.5,213.0,432.0,4/10/2007,2013-04-10,2013,4
36883,Delhi,Delhi,4.0,18.8,64.0,233.0,4/10/2007,2013-04-10,2013,4
36884,Delhi,Delhi,4.0,44.0,,420.0,4/10/2007,2013-04-10,2013,4
36924,Delhi,Delhi,15.2,115.1,707.0,1070.0,4/11/2007,2013-04-11,2013,4
36940,Delhi,Delhi,22.1,92.9,397.0,644.0,4/12/2007,2013-04-12,2013,4
36941,Delhi,Delhi,4.0,38.0,253.0,606.0,4/12/2007,2013-04-12,2013,4
36975,Delhi,Delhi,4.3,49.0,167.0,475.0,4/12/2007,2013-04-12,2013,4
36976,Delhi,Delhi,22.2,115.4,294.0,633.0,4/12/2007,2013-04-12,2013,4
37020,Delhi,Delhi,4.7,41.8,211.0,595.0,4/13/2007,2013-04-13,2013,4
37021,Delhi,Delhi,4.2,43.0,267.0,464.0,4/13/2007,2013-04-13,2013,4
37070,Delhi,Delhi,4.8,42.5,276.0,971.0,4/16/2007,2013-04-16,2013,4
37088,Delhi,Delhi,4.2,39.8,173.0,609.0,4/16/2007,2013-04-16,2013,4
37089,Delhi,Delhi,4.8,48.5,126.0,568.0,4/17/2007,2013-04-17,2013,4
37133,Delhi,Delhi,4.0,36.0,441.0,441.039979757085,4/17/2007,2013-04-17,2013,4
37134,Delhi,Delhi,4.3,46.8,229.0,858.0,4/18/2007,2013-04-18,2013,4
37135,Delhi,Delhi,4.0,39.5,433.0,735.0,4/18/2007,2013-04-18,2013,4
37136,Delhi,Delhi,5.8,45.5,110.0,398.0,4/19/2007,2013-04-19,2013,4
37137,Delhi,Delhi,4.2,42.0,156.0,324.0,4/19/2007,2013-04-19,2013,4
37156,Delhi,Delhi,4.8,55.3,172.0,678.0,4/20/2007,2013-04-20,2013,4
37157,Delhi,Delhi,4.8,28.0,457.0,441.039979757085,4/20/2007,2013-04-20,2013,4
37158,Delhi,Delhi,4.0,44.2,319.0,846.0,4/23/2007,2013-04-23,2013,4
37159,Delhi,Delhi,4.2,29.5,270.0,668.0,4/23/2007,2013-04-23,2013,4
37197,Delhi,Delhi,4.2,45.8,218.0,624.0,4/24/2007,2013-04-24,2013,4
37206,Delhi,Delhi,5.5,47.3,308.0,648.0,4/24/2007,2013-04-24,2013,4
37240,Delhi,Delhi,4.3,46.0,,722.0,4/25/2007,2013-04-25,2013,4
37246,Delhi,Delhi,5.5,27.2,556.0,694.0,4/25/2007,2013-04-25,2013,4
37247,Delhi,Delhi,4.8,40.2,203.0,799.0,4/26/2007,2013-04-26,2013,4
37248,Delhi,Delhi,4.3,25.3,,416.0,4/26/2007,2013-04-26,2013,4
37297,Delhi,Delhi,4.8,43.7,236.0,570.0,4/27/2007,2013-04-27,2013,4
37328,Delhi,Delhi,4.3,41.3,181.0,302.0,4/27/2007,2013-04-27,2013,4
37329,Delhi,Delhi,5.2,28.5,106.0,235.0,5/1/2007,2013-05-01,2013,5
37330,Delhi,Delhi,5.0,52.2,177.0,396.0,5/1/2007,2013-05-01,2013,5
37331,Delhi,Delhi,5.3,32.5,150.0,403.0,5/2/2007,2013-05-02,2013,5
37346,Delhi,Delhi,7.2,43.5,342.0,858.0,5/2/2007,2013-05-02,2013,5
37347,Delhi,Delhi,4.3,30.3,80.0,286.0,5/3/2007,2013-05-03,2013,5
37348,Delhi,Delhi,4.8,47.7,210.0,458.0,5/3/2007,2013-05-03,2013,5
37367,Delhi,Delhi,4.7,41.3,114.0,308.0,5/4/2007,2013-05-04,2013,5
37368,Delhi,Delhi,4.0,42.8,62.0,201.0,5/4/2007,2013-05-04,2013,5
37394,Delhi,Delhi,4.2,42.2,,526.0,5/6/2007,2013-05-06,2013,5
37395,Delhi,Delhi,4.3,38.8,156.0,526.0,5/6/2007,2013-05-06,2013,5
37446,Delhi,Delhi,4.0,40.8,72.0,241.0,5/7/2007,2013-05-07,2013,5
37447,Delhi,Delhi,4.2,41.5,67.0,167.0,5/7/2007,2013-05-07,2013,5
37448,Delhi,Delhi,4.0,35.3,,322.0,5/9/2007,2013-05-09,2013,5
37449,Delhi,Delhi,4.8,35.5,175.0,294.0,5/10/2007,2013-05-10,2013,5
37462,Delhi,Delhi,4.0,57.0,180.0,387.0,5/10/2007,2013-05-10,2013,5
37463,Delhi,Delhi,18.6,112.0,598.0,850.0,5/11/2007,2013-05-11,2013,5
37464,Delhi,Delhi,4.0,24.5,182.0,497.0,5/11/2007,2013-05-11,2013,5
37465,Delhi,Delhi,4.3,53.5,297.0,529.0,5/11/2007,2013-05-11,2013,5
37514,Delhi,Delhi,10.2,116.8,485.0,807.0,5/11/2007,2013-05-11,2013,5
37549,Delhi,Delhi,25.6,111.8,466.0,764.0,5/12/2007,2013-05-12,2013,5
37550,Delhi,Delhi,5.5,76.7,331.0,722.0,5/12/2007,2013-05-12,2013,5
37551,Delhi,Delhi,4.0,34.7,230.0,450.0,5/12/2007,2013-05-12,2013,5
37552,Delhi,Delhi,23.0,143.8,429.0,787.0,5/12/2007,2013-05-12,2013,5
37553,Delhi,Delhi,5.2,35.3,136.0,268.0,5/14/2007,2013-05-14,2013,5
37554,Delhi,Delhi,4.2,50.0,85.0,241.0,5/14/2007,2013-05-14,2013,5
37571,Delhi,Delhi,4.2,45.8,,490.0,5/15/2007,2013-05-15,2013,5
37572,Delhi,Delhi,4.2,23.5,77.0,441.039979757085,5/15/2007,2013-05-15,2013,5
37614,Delhi,Delhi,18.0,81.6,115.0,619.0,5/15/2007,2013-05-15,2013,5
37615,Delhi,Delhi,4.0,25.0,79.0,510.0,5/16/2007,2013-05-16,2013,5
37626,Delhi,Delhi,4.3,36.8,274.0,762.0,5/16/2007,2013-05-16,2013,5
37665,Delhi,Delhi,10.8,73.0,64.0,479.0,5/16/2007,2013-05-16,2013,5
37668,Delhi,Delhi,4.5,30.3,75.0,203.0,5/17/2007,2013-05-17,2013,5
37669,Delhi,Delhi,4.8,40.7,90.0,390.0,5/17/2007,2013-05-17,2013,5
37670,Delhi,Delhi,17.8,55.9,87.0,378.0,5/18/2007,2013-05-18,2013,5
37671,Delhi,Delhi,4.2,56.7,,356.0,5/18/2007,2013-05-18,2013,5
37672,Delhi,Delhi,16.4,73.1,101.0,333.0,5/18/2007,2013-05-18,2013,5
37673,Delhi,Delhi,4.2,20.8,164.0,441.039979757085,5/18/2007,2013-05-18,2013,5
37688,Delhi,Delhi,11.1,47.0,117.0,508.0,5/19/2007,2013-05-19,2013,5
37689,Delhi,Delhi,9.8,56.5,121.0,430.0,5/19/2007,2013-05-19,2013,5
37690,Delhi,Delhi,4.2,30.3,227.0,642.0,5/21/2007,2013-05-21,2013,5
37691,Delhi,Delhi,4.0,41.3,368.0,699.0,5/21/2007,2013-05-21,2013,5
37722,Delhi,Delhi,4.3,30.5,118.0,284.0,5/22/2007,2013-05-22,2013,5
37732,Delhi,Delhi,4.0,44.2,122.0,320.0,5/22/2007,2013-05-22,2013,5
37770,Delhi,Delhi,7.2,86.8,127.0,381.0,5/22/2007,2013-05-22,2013,5
37771,Delhi,Delhi,14.5,94.9,114.0,517.0,5/22/2007,2013-05-22,2013,5
37772,Delhi,Delhi,4.0,58.2,,406.0,5/23/2007,2013-05-23,2013,5
37819,Delhi,Delhi,4.2,80.3,137.0,389.0,5/23/2007,2013-05-23,2013,5
37844,Delhi,Delhi,4.0,25.7,,441.039979757085,5/23/2007,2013-05-23,2013,5
37845,Delhi,Delhi,9.5,86.4,129.0,583.0,5/23/2007,2013-05-23,2013,5
37846,Delhi,Delhi,4.0,27.7,132.0,286.0,5/24/2007,2013-05-24,2013,5
37864,Delhi,Delhi,4.0,26.3,123.0,269.0,5/24/2007,2013-05-24,2013,5
37865,Delhi,Delhi,4.5,25.2,,458.0,5/25/2007,2013-05-25,2013,5
37866,Delhi,Delhi,4.2,37.3,153.0,374.0,5/25/2007,2013-05-25,2013,5
37867,Delhi,Delhi,4.7,52.2,,505.0,5/28/2007,2013-05-28,2013,5
37899,Delhi,Delhi,4.0,36.2,222.0,441.039979757085,5/28/2007,2013-05-28,2013,5
37915,Delhi,Delhi,12.8,44.6,102.0,394.0,5/29/2007,2013-05-29,2013,5
37957,Delhi,Delhi,4.3,38.3,102.0,186.0,5/29/2007,2013-05-29,2013,5
37982,Delhi,Delhi,4.0,35.8,174.0,239.0,5/29/2007,2013-05-29,2013,5
38001,Delhi,Delhi,7.7,81.8,116.0,374.0,5/29/2007,2013-05-29,2013,5
38002,Delhi,Delhi,16.5,80.4,138.0,503.0,5/30/2007,2013-05-30,2013,5
38003,Delhi,Delhi,4.2,39.5,,258.0,5/30/2007,2013-05-30,2013,5
38015,Delhi,Delhi,4.0,39.0,133.0,223.0,5/30/2007,2013-05-30,2013,5
38016,Delhi,Delhi,17.1,83.3,162.0,523.0,5/30/2007,2013-05-30,2013,5
38017,Delhi,Delhi,4.0,36.7,265.0,629.0,6/2/2007,2013-06-02,2013,6
38032,Delhi,Delhi,13.9,74.9,190.0,390.0,6/2/2007,2013-06-02,2013,6
38033,Delhi,Delhi,4.5,22.0,106.0,366.0,6/2/2007,2013-06-02,2013,6
38034,Delhi,Delhi,17.6,85.0,181.0,452.0,6/2/2007,2013-06-02,2013,6
38035,Delhi,Delhi,4.3,42.0,138.0,306.0,6/3/2007,2013-06-03,2013,6
38036,Delhi,Delhi,6.226823081800888,54.2,87.0,194.0,6/3/2007,2013-06-03,2013,6
38074,Delhi,Delhi,7.0,26.5,,181.0,6/3/2007,2013-06-03,2013,6
38087,Delhi,Delhi,4.2,44.2,,705.0,6/6/2007,2013-06-06,2013,6
38122,Delhi,Delhi,4.0,33.7,237.0,441.039979757085,6/6/2007,2013-06-06,2013,6
38123,Delhi,Delhi,4.2,39.7,,224.0,6/7/2007,2013-06-07,2013,6
38124,Delhi,Delhi,4.0,39.7,52.0,201.0,6/7/2007,2013-06-07,2013,6
38125,Delhi,Delhi,4.0,36.2,55.0,140.0,6/8/2007,2013-06-08,2013,6
38126,Delhi,Delhi,4.0,38.2,71.0,242.0,6/8/2007,2013-06-08,2013,6
38127,Delhi,Delhi,4.0,28.5,43.0,175.0,6/9/2007,2013-06-09,2013,6
38128,Delhi,Delhi,4.2,38.2,63.0,126.0,6/9/2007,2013-06-09,2013,6
38129,Delhi,Delhi,4.3,38.0,351.0,774.0,6/11/2007,2013-06-11,2013,6
38130,Delhi,Delhi,4.0,48.3,349.0,441.039979757085,6/11/2007,2013-06-11,2013,6
38140,Delhi,Delhi,29.1,150.2,606.0,1002.0,6/11/2007,2013-06-11,2013,6
38141,Delhi,Delhi,4.0,29.8,147.0,449.0,6/12/2007,2013-06-12,2013,6
38142,Delhi,Delhi,4.2,47.0,150.0,241.0,6/12/2007,2013-06-12,2013,6
38179,Delhi,Delhi,6.2,44.0,179.0,508.0,6/13/2007,2013-06-13,2013,6
38180,Delhi,Delhi,4.2,42.5,156.0,287.0,6/13/2007,2013-06-13,2013,6
38192,Delhi,Delhi,4.2,44.8,158.0,353.0,6/14/2007,2013-06-14,2013,6
38223,Delhi,Delhi,4.5,20.7,207.0,342.0,6/14/2007,2013-06-14,2013,6
38233,Delhi,Delhi,4.8,20.3,51.0,276.0,6/15/2007,2013-06-15,2013,6
38234,Delhi,Delhi,4.2,22.2,82.0,233.0,6/15/2007,2013-06-15,2013,6
38256,Delhi,Delhi,4.2,22.4,72.0,202.0,6/18/2007,2013-06-18,2013,6
38257,Delhi,Delhi,4.0,22.5,88.0,145.0,6/18/2007,2013-06-18,2013,6
38258,Delhi,Delhi,5.0,43.0,116.0,264.0,6/19/2007,2013-06-19,2013,6
38303,Delhi,Delhi,4.0,20.0,215.0,314.0,6/19/2007,2013-06-19,2013,6
38317,Delhi,Delhi,4.0,24.3,202.0,243.0,6/20/2007,2013-06-20,2013,6
38368,Delhi,Delhi,4.5,29.2,65.0,276.0,6/21/2007,2013-06-21,2013,6
38369,Delhi,Delhi,4.3,30.7,47.0,193.0,6/21/2007,2013-06-21,2013,6
38385,Delhi,Delhi,4.2,40.8,,202.0,6/22/2007,2013-06-22,2013,6
38386,Delhi,Delhi,4.0,35.5,99.0,291.0,6/22/2007,2013-06-22,2013,6
38441,Delhi,Delhi,4.0,37.2,75.0,234.0,6/25/2007,2013-06-25,2013,6
38488,Delhi,Delhi,4.0,41.5,100.0,264.0,6/25/2007,2013-06-25,2013,6
38489,Delhi,Delhi,4.5,41.0,94.0,262.0,6/26/2007,2013-06-26,2013,6
38490,Delhi,Delhi,4.0,39.3,46.0,132.0,6/26/2007,2013-06-26,2013,6
38491,Delhi,Delhi,4.0,41.2,,233.0,6/27/2007,2013-06-27,2013,6
