,state,location,so2,no2,rspm,spm,date,New Date,year,month
53832,Delhi,Delhi,2.8,33.8,337.0,635.0,7/4/2009,2015-07-04,2015,7
53833,Delhi,Delhi,6.226823081800888,44.0,324.0,492.0,7/6/2009,2015-07-06,2015,7
53869,Delhi,Delhi,3.5,41.3,172.0,432.0,7/7/2009,2015-07-07,2015,7
53883,Delhi,Delhi,4.2,34.5,162.0,401.0,7/7/2009,2015-07-07,2015,7
53884,Delhi,Delhi,5.7,72.5,,468.0,7/7/2009,2015-07-07,2015,7
53917,Delhi,Delhi,6.226823081800888,40.8,188.0,407.0,7/7/2009,2015-07-07,2015,7
53923,Delhi,Delhi,5.2,54.3,94.0,311.0,7/8/2009,2015-07-08,2015,7
53924,Delhi,Delhi,4.0,29.2,119.0,368.0,7/8/2009,2015-07-08,2015,7
53925,Delhi,Delhi,5.3,48.8,110.0,283.0,7/9/2009,2015-07-09,2015,7
53944,Delhi,Delhi,4.0,29.2,94.0,300.0,7/9/2009,2015-07-09,2015,7
53979,Delhi,Delhi,5.5,54.3,266.0,463.0,7/10/2009,2015-07-10,2015,7
53991,Delhi,Delhi,4.0,39.0,157.0,334.0,7/10/2009,2015-07-10,2015,7
54031,Delhi,Delhi,6.0,61.5,251.0,496.0,7/13/2009,2015-07-13,2015,7
54032,Delhi,Delhi,4.0,23.0,128.0,340.0,7/13/2009,2015-07-13,2015,7
54033,Delhi,Delhi,11.0,49.5,180.0,353.0,7/14/2009,2015-07-14,2015,7
54034,Delhi,Delhi,4.0,31.0,121.0,446.0,7/14/2009,2015-07-14,2015,7
54081,Delhi,Delhi,4.2,40.3,133.0,260.0,7/14/2009,2015-07-14,2015,7
54108,Delhi,Delhi,5.8,55.8,258.0,352.0,7/14/2009,2015-07-14,2015,7
54109,Delhi,Delhi,5.0,36.2,108.0,208.0,7/15/2009,2015-07-15,2015,7
54110,Delhi,Delhi,4.0,26.8,172.0,365.0,7/15/2009,2015-07-15,2015,7
54111,Delhi,Delhi,5.0,64.0,340.0,445.0,7/15/2009,2015-07-15,2015,7
54112,Delhi,Delhi,6.226823081800888,36.8,80.0,153.0,7/15/2009,2015-07-15,2015,7
54134,Delhi,Delhi,2.7,31.2,100.0,253.0,7/16/2009,2015-07-16,2015,7
54135,Delhi,Delhi,6.226823081800888,23.7,75.0,188.0,7/16/2009,2015-07-16,2015,7
54136,Delhi,Delhi,5.5,61.0,200.0,331.0,7/16/2009,2015-07-16,2015,7
54137,Delhi,Delhi,4.0,28.2,131.0,297.0,7/16/2009,2015-07-16,2015,7
54231,Delhi,Delhi,4.0,32.2,188.0,358.0,7/17/2009,2015-07-17,2015,7
54235,Delhi,Delhi,5.7,55.8,302.0,474.0,7/17/2009,2015-07-17,2015,7
54236,Delhi,Delhi,4.0,27.5,190.0,316.0,7/20/2009,2015-07-20,2015,7
54237,Delhi,Delhi,5.2,69.5,232.0,311.0,7/20/2009,2015-07-20,2015,7
54238,Delhi,Delhi,10.3,48.0,114.0,269.0,7/21/2009,2015-07-21,2015,7
54239,Delhi,Delhi,6.2,61.5,369.0,476.0,7/21/2009,2015-07-21,2015,7
54240,Delhi,Delhi,4.0,25.0,152.0,312.0,7/21/2009,2015-07-21,2015,7
54260,Delhi,Delhi,2.7,28.7,154.0,369.0,7/21/2009,2015-07-21,2015,7
54261,Delhi,Delhi,9.3,34.8,164.0,322.0,7/22/2009,2015-07-22,2015,7
54262,Delhi,Delhi,4.0,26.0,179.0,347.0,7/22/2009,2015-07-22,2015,7
54263,Delhi,Delhi,5.5,58.5,202.0,354.0,7/22/2009,2015-07-22,2015,7
54303,Delhi,Delhi,6.226823081800888,30.7,164.0,288.0,7/22/2009,2015-07-22,2015,7
54321,Delhi,Delhi,4.0,28.5,,324.0,7/23/2009,2015-07-23,2015,7
54367,Delhi,Delhi,6.0,74.2,124.0,393.0,7/23/2009,2015-07-23,2015,7
54374,Delhi,Delhi,6.226823081800888,28.7,152.0,215.0,7/23/2009,2015-07-23,2015,7
54375,Delhi,Delhi,5.8,57.5,359.0,439.0,7/24/2009,2015-07-24,2015,7
54376,Delhi,Delhi,4.0,29.5,139.0,330.0,7/24/2009,2015-07-24,2015,7
54393,Delhi,Delhi,6.226823081800888,25.5,60.0,115.0,7/25/2009,2015-07-25,2015,7
54394,Delhi,Delhi,6.226823081800888,19.8,108.0,199.0,7/26/2009,2015-07-26,2015,7
54395,Delhi,Delhi,4.0,27.7,145.0,261.0,7/27/2009,2015-07-27,2015,7
54411,Delhi,Delhi,6.8,77.7,165.0,356.0,7/27/2009,2015-07-27,2015,7
54412,Delhi,Delhi,4.0,32.8,,314.0,7/28/2009,2015-07-28,2015,7
54413,Delhi,Delhi,5.5,61.0,249.0,496.0,7/28/2009,2015-07-28,2015,7
54450,Delhi,Delhi,6.226823081800888,25.3,87.0,231.0,7/28/2009,2015-07-28,2015,7
54503,Delhi,Delhi,2.5,43.2,113.0,256.0,7/28/2009,2015-07-28,2015,7
54504,Delhi,Delhi,6.226823081800888,31.0,83.0,216.0,7/29/2009,2015-07-29,2015,7
54505,Delhi,Delhi,6.2,62.7,190.0,411.0,7/29/2009,2015-07-29,2015,7
54506,Delhi,Delhi,4.0,25.7,112.0,292.0,7/29/2009,2015-07-29,2015,7
54537,Delhi,Delhi,6.226823081800888,47.7,94.0,271.0,7/29/2009,2015-07-29,2015,7
54548,Delhi,Delhi,4.0,25.3,117.0,413.0,7/30/2009,2015-07-30,2015,7
54578,Delhi,Delhi,5.3,54.0,201.0,338.0,7/30/2009,2015-07-30,2015,7
54579,Delhi,Delhi,10.0,57.0,197.0,374.0,8/1/2009,2015-08-01,2015,8
54580,Delhi,Delhi,18.5,64.2,247.0,458.0,8/1/2009,2015-08-01,2015,8
54581,Delhi,Delhi,3.3,31.2,217.0,371.0,8/4/2009,2015-08-04,2015,8
54582,Delhi,Delhi,4.8,58.3,268.0,539.0,8/4/2009,2015-08-04,2015,8
54597,Delhi,Delhi,5.5,55.0,121.0,486.0,8/4/2009,2015-08-04,2015,8
54598,Delhi,Delhi,2.7,29.3,153.0,391.0,8/4/2009,2015-08-04,2015,8
54644,Delhi,Delhi,11.0,60.8,286.0,544.0,8/5/2009,2015-08-05,2015,8
54645,Delhi,Delhi,4.2,34.8,221.0,548.0,8/5/2009,2015-08-05,2015,8
54656,Delhi,Delhi,6.226823081800888,48.2,175.0,394.0,8/5/2009,2015-08-05,2015,8
54707,Delhi,Delhi,6.226823081800888,59.52999695771223,295.0,441.039979757085,8/5/2009,2015-08-05,2015,8
54708,Delhi,Delhi,5.3,50.5,221.0,489.0,8/6/2009,2015-08-06,2015,8
54709,Delhi,Delhi,4.2,27.5,167.0,432.0,8/6/2009,2015-08-06,2015,8
54721,Delhi,Delhi,6.226823081800888,17.8,110.0,303.0,8/7/2009,2015-08-07,2015,8
54722,Delhi,Delhi,5.7,57.5,127.0,333.0,8/7/2009,2015-08-07,2015,8
54750,Delhi,Delhi,4.0,22.0,122.0,319.0,8/7/2009,2015-08-07,2015,8
54773,Delhi,Delhi,6.226823081800888,25.5,156.0,312.0,8/7/2009,2015-08-07,2015,8
54774,Delhi,Delhi,4.0,28.7,85.0,221.0,8/9/2009,2015-08-09,2015,8
54775,Delhi,Delhi,7.2,24.8,42.0,111.0,8/9/2009,2015-08-09,2015,8
54802,Delhi,Delhi,4.8,56.2,99.0,310.0,8/9/2009,2015-08-09,2015,8
54830,Delhi,Delhi,6.226823081800888,37.5,141.0,198.0,8/9/2009,2015-08-09,2015,8
54831,Delhi,Delhi,5.0,48.2,280.0,622.0,8/10/2009,2015-08-10,2015,8
54846,Delhi,Delhi,4.8,49.3,262.0,507.0,8/10/2009,2015-08-10,2015,8
54847,Delhi,Delhi,6.0,75.2,352.0,661.0,8/10/2009,2015-08-10,2015,8
54848,Delhi,Delhi,6.226823081800888,84.7,249.0,541.0,8/12/2009,2015-08-12,2015,8
54882,Delhi,Delhi,12.3,96.2,466.0,817.0,8/12/2009,2015-08-12,2015,8
54883,Delhi,Delhi,4.0,32.2,159.0,321.0,8/13/2009,2015-08-13,2015,8
54898,Delhi,Delhi,6.226823081800888,16.3,66.0,162.0,8/13/2009,2015-08-13,2015,8
54944,Delhi,Delhi,4.3,46.0,149.0,351.0,8/13/2009,2015-08-13,2015,8
54945,Delhi,Delhi,5.2,51.0,,293.0,8/17/2009,2015-08-17,2015,8
54946,Delhi,Delhi,6.2,54.2,200.0,367.0,8/17/2009,2015-08-17,2015,8
54949,Delhi,Delhi,2.3,21.0,80.0,226.0,8/18/2009,2015-08-18,2015,8
54950,Delhi,Delhi,5.7,50.2,192.0,316.0,8/18/2009,2015-08-18,2015,8
54951,Delhi,Delhi,4.0,31.8,141.0,359.0,8/18/2009,2015-08-18,2015,8
54952,Delhi,Delhi,6.226823081800888,25.8,110.0,246.0,8/18/2009,2015-08-18,2015,8
54953,Delhi,Delhi,4.0,36.2,147.0,432.0,8/19/2009,2015-08-19,2015,8
54954,Delhi,Delhi,6.226823081800888,36.2,85.0,260.0,8/19/2009,2015-08-19,2015,8
54966,Delhi,Delhi,5.2,53.8,225.0,408.0,8/19/2009,2015-08-19,2015,8
54967,Delhi,Delhi,6.226823081800888,25.8,178.0,385.0,8/19/2009,2015-08-19,2015,8
54968,Delhi,Delhi,4.2,41.8,,326.0,8/20/2009,2015-08-20,2015,8
54969,Delhi,Delhi,5.7,53.8,274.0,407.0,8/20/2009,2015-08-20,2015,8
55002,Delhi,Delhi,6.226823081800888,23.0,52.0,207.0,8/20/2009,2015-08-20,2015,8
55012,Delhi,Delhi,6.226823081800888,14.6,159.0,285.0,8/20/2009,2015-08-20,2015,8
55050,Delhi,Delhi,5.0,47.2,197.0,330.0,8/21/2009,2015-08-21,2015,8
55051,Delhi,Delhi,4.0,24.7,111.0,232.0,8/21/2009,2015-08-21,2015,8
55052,Delhi,Delhi,4.0,32.5,148.0,425.0,8/24/2009,2015-08-24,2015,8
55053,Delhi,Delhi,5.0,53.3,262.0,424.0,8/24/2009,2015-08-24,2015,8
55110,Delhi,Delhi,4.3,34.8,,290.0,8/25/2009,2015-08-25,2015,8
55166,Delhi,Delhi,5.8,52.3,355.0,490.0,8/25/2009,2015-08-25,2015,8
55175,Delhi,Delhi,4.8,33.3,63.0,160.0,8/25/2009,2015-08-25,2015,8
55176,Delhi,Delhi,3.3,45.5,91.0,164.0,8/25/2009,2015-08-25,2015,8
55177,Delhi,Delhi,6.2,36.2,68.0,156.0,8/26/2009,2015-08-26,2015,8
55178,Delhi,Delhi,6.0,49.5,51.0,174.0,8/26/2009,2015-08-26,2015,8
55182,Delhi,Delhi,4.0,31.8,82.0,252.0,8/26/2009,2015-08-26,2015,8
55183,Delhi,Delhi,8.7,45.7,127.0,254.0,8/26/2009,2015-08-26,2015,8
55184,Delhi,Delhi,4.0,27.0,160.0,289.0,8/27/2009,2015-08-27,2015,8
55185,Delhi,Delhi,4.8,52.3,104.0,330.0,8/27/2009,2015-08-27,2015,8
55186,Delhi,Delhi,10.8,44.2,179.0,278.0,8/28/2009,2015-08-28,2015,8
55187,Delhi,Delhi,4.0,35.2,130.0,298.0,8/28/2009,2015-08-28,2015,8
55227,Delhi,Delhi,6.5,52.2,154.0,377.0,8/28/2009,2015-08-28,2015,8
55247,Delhi,Delhi,13.0,38.2,145.0,188.0,8/29/2009,2015-08-29,2015,8
55248,Delhi,Delhi,11.8,32.3,62.0,168.0,8/30/2009,2015-08-30,2015,8
55249,Delhi,Delhi,5.3,72.5,309.0,645.0,9/1/2009,2015-09-01,2015,9
55257,Delhi,Delhi,5.3,47.7,341.0,461.0,9/1/2009,2015-09-01,2015,9
55258,Delhi,Delhi,4.2,59.8,192.0,537.0,9/2/2009,2015-09-02,2015,9
55259,Delhi,Delhi,6.7,50.3,215.0,432.0,9/2/2009,2015-09-02,2015,9
55260,Delhi,Delhi,6.8,48.5,361.0,632.0,9/3/2009,2015-09-03,2015,9
55271,Delhi,Delhi,4.5,35.0,210.0,432.0,9/3/2009,2015-09-03,2015,9
55272,Delhi,Delhi,17.0,28.2,199.0,342.0,9/4/2009,2015-09-04,2015,9
55315,Delhi,Delhi,3.5,29.8,74.0,192.0,9/4/2009,2015-09-04,2015,9
55316,Delhi,Delhi,6.5,47.2,366.0,523.0,9/4/2009,2015-09-04,2015,9
55328,Delhi,Delhi,4.2,29.5,181.0,334.0,9/4/2009,2015-09-04,2015,9
55381,Delhi,Delhi,6.3,49.5,209.0,548.0,9/5/2009,2015-09-05,2015,9
55382,Delhi,Delhi,6.226823081800888,50.5,197.0,468.0,9/5/2009,2015-09-05,2015,9
55384,Delhi,Delhi,4.2,32.7,247.0,589.0,9/6/2009,2015-09-06,2015,9
55385,Delhi,Delhi,5.0,56.8,285.0,563.0,9/6/2009,2015-09-06,2015,9
55386,Delhi,Delhi,6.226823081800888,64.2,352.0,600.0,9/6/2009,2015-09-06,2015,9
55387,Delhi,Delhi,6.226823081800888,33.5,86.0,225.0,9/7/2009,2015-09-07,2015,9
55388,Delhi,Delhi,4.2,30.5,186.0,498.0,9/7/2009,2015-09-07,2015,9
55389,Delhi,Delhi,5.2,54.7,141.0,314.0,9/7/2009,2015-09-07,2015,9
55401,Delhi,Delhi,6.226823081800888,30.2,65.0,192.0,9/7/2009,2015-09-07,2015,9
55402,Delhi,Delhi,4.0,29.7,67.0,152.0,9/9/2009,2015-09-09,2015,9
55403,Delhi,Delhi,6.226823081800888,26.2,28.0,72.0,9/9/2009,2015-09-09,2015,9
55404,Delhi,Delhi,2.7,32.0,51.0,92.0,9/9/2009,2015-09-09,2015,9
55438,Delhi,Delhi,16.2,63.5,261.0,559.0,9/10/2009,2015-09-10,2015,9
55452,Delhi,Delhi,5.0,54.5,237.0,629.0,9/10/2009,2015-09-10,2015,9
55453,Delhi,Delhi,5.3,63.8,144.0,386.0,9/10/2009,2015-09-10,2015,9
55493,Delhi,Delhi,3.7,61.8,195.0,423.0,9/10/2009,2015-09-10,2015,9
55494,Delhi,Delhi,8.8,78.3,334.0,637.0,9/10/2009,2015-09-10,2015,9
55510,Delhi,Delhi,5.0,49.2,220.0,434.0,9/11/2009,2015-09-11,2015,9
55511,Delhi,Delhi,4.2,40.8,137.0,358.0,9/11/2009,2015-09-11,2015,9
55512,Delhi,Delhi,7.2,86.7,483.0,831.0,9/12/2009,2015-09-12,2015,9
55539,Delhi,Delhi,19.0,94.7,619.0,950.0,9/12/2009,2015-09-12,2015,9
55540,Delhi,Delhi,5.5,44.8,251.0,685.0,9/14/2009,2015-09-14,2015,9
55583,Delhi,Delhi,4.0,35.8,193.0,389.0,9/14/2009,2015-09-14,2015,9
55584,Delhi,Delhi,5.3,54.2,116.0,356.0,9/14/2009,2015-09-14,2015,9
55585,Delhi,Delhi,4.3,36.0,154.0,323.0,9/14/2009,2015-09-14,2015,9
55586,Delhi,Delhi,3.7,43.2,227.0,635.0,9/15/2009,2015-09-15,2015,9
55587,Delhi,Delhi,3.2,30.0,127.0,352.0,9/15/2009,2015-09-15,2015,9
55598,Delhi,Delhi,4.5,48.2,129.0,308.0,9/15/2009,2015-09-15,2015,9
55599,Delhi,Delhi,4.0,33.5,168.0,528.0,9/15/2009,2015-09-15,2015,9
55600,Delhi,Delhi,3.2,44.3,249.0,517.0,9/15/2009,2015-09-15,2015,9
55601,Delhi,Delhi,5.3,37.3,161.0,527.0,9/16/2009,2015-09-16,2015,9
55645,Delhi,Delhi,4.0,44.5,124.0,508.0,9/16/2009,2015-09-16,2015,9
55658,Delhi,Delhi,6.226823081800888,29.2,102.0,314.0,9/16/2009,2015-09-16,2015,9
55708,Delhi,Delhi,4.5,52.2,146.0,345.0,9/16/2009,2015-09-16,2015,9
55709,Delhi,Delhi,2.3,39.2,191.0,405.0,9/16/2009,2015-09-16,2015,9
55715,Delhi,Delhi,4.0,42.8,170.0,336.0,9/17/2009,2015-09-17,2015,9
55716,Delhi,Delhi,5.0,54.7,205.0,325.0,9/17/2009,2015-09-17,2015,9
55717,Delhi,Delhi,4.8,52.3,219.0,392.0,9/18/2009,2015-09-18,2015,9
55718,Delhi,Delhi,4.0,25.2,132.0,361.0,9/18/2009,2015-09-18,2015,9
55719,Delhi,Delhi,4.3,45.2,124.0,508.0,9/22/2009,2015-09-22,2015,9
55720,Delhi,Delhi,5.0,57.2,223.0,374.0,9/22/2009,2015-09-22,2015,9
55732,Delhi,Delhi,12.7,57.5,294.0,624.0,9/23/2009,2015-09-23,2015,9
55733,Delhi,Delhi,4.0,43.7,183.0,549.0,9/23/2009,2015-09-23,2015,9
55734,Delhi,Delhi,4.5,57.0,244.0,328.0,9/23/2009,2015-09-23,2015,9
55775,Delhi,Delhi,2.5,54.2,155.0,411.0,9/23/2009,2015-09-23,2015,9
55819,Delhi,Delhi,12.3,44.2,234.0,556.0,9/24/2009,2015-09-24,2015,9
55820,Delhi,Delhi,6.226823081800888,37.3,147.0,406.0,9/24/2009,2015-09-24,2015,9
55821,Delhi,Delhi,4.3,50.8,430.0,629.0,9/24/2009,2015-09-24,2015,9
55832,Delhi,Delhi,4.0,30.2,168.0,423.0,9/24/2009,2015-09-24,2015,9
55861,Delhi,Delhi,4.2,50.2,143.0,442.0,9/25/2009,2015-09-25,2015,9
55902,Delhi,Delhi,2.8,36.8,121.0,385.0,9/25/2009,2015-09-25,2015,9
55903,Delhi,Delhi,5.0,48.5,250.0,502.0,9/25/2009,2015-09-25,2015,9
55904,Delhi,Delhi,4.2,47.3,145.0,273.0,9/29/2009,2015-09-29,2015,9
55905,Delhi,Delhi,5.3,55.3,306.0,411.0,9/29/2009,2015-09-29,2015,9
55906,Delhi,Delhi,17.0,44.8,192.0,391.0,10/2/2009,2015-10-02,2015,10
55907,Delhi,Delhi,17.0,44.8,214.0,314.0,10/2/2009,2015-10-02,2015,10
55919,Delhi,Delhi,5.2,54.8,281.0,617.0,10/2/2009,2015-10-02,2015,10
55920,Delhi,Delhi,4.3,34.8,260.0,681.0,10/2/2009,2015-10-02,2015,10
55965,Delhi,Delhi,11.5,55.3,249.0,410.0,10/2/2009,2015-10-02,2015,10
55966,Delhi,Delhi,6.226823081800888,48.3,244.0,370.0,10/5/2009,2015-10-05,2015,10
55977,Delhi,Delhi,6.226823081800888,37.3,159.0,412.0,10/5/2009,2015-10-05,2015,10
56029,Delhi,Delhi,4.0,28.3,172.0,389.0,10/6/2009,2015-10-06,2015,10
56030,Delhi,Delhi,4.7,57.8,297.0,638.0,10/6/2009,2015-10-06,2015,10
56031,Delhi,Delhi,6.226823081800888,32.5,424.0,600.0,10/6/2009,2015-10-06,2015,10
56032,Delhi,Delhi,4.0,26.3,105.0,316.0,10/7/2009,2015-10-07,2015,10
56033,Delhi,Delhi,5.3,59.5,245.0,374.0,10/7/2009,2015-10-07,2015,10
56034,Delhi,Delhi,4.0,28.8,129.0,460.0,10/8/2009,2015-10-08,2015,10
56050,Delhi,Delhi,4.3,53.3,190.0,314.0,10/8/2009,2015-10-08,2015,10
56051,Delhi,Delhi,6.226823081800888,31.5,48.0,60.0,10/9/2009,2015-10-09,2015,10
56052,Delhi,Delhi,12.2,56.2,229.0,424.0,10/10/2009,2015-10-10,2015,10
56053,Delhi,Delhi,2.8,54.5,119.0,279.0,10/10/2009,2015-10-10,2015,10
56086,Delhi,Delhi,4.0,49.2,258.0,500.0,10/11/2009,2015-10-11,2015,10
56100,Delhi,Delhi,2.3,46.8,390.0,592.0,10/11/2009,2015-10-11,2015,10
56141,Delhi,Delhi,6.226823081800888,59.52999695771223,,441.039979757085,10/11/2009,2015-10-11,2015,10
56142,Delhi,Delhi,5.5,64.2,612.0,835.0,10/11/2009,2015-10-11,2015,10
56143,Delhi,Delhi,6.226823081800888,86.3,438.0,757.0,10/12/2009,2015-10-12,2015,10
56153,Delhi,Delhi,10.5,102.5,513.0,812.0,10/12/2009,2015-10-12,2015,10
56154,Delhi,Delhi,20.2,88.0,327.0,676.0,10/13/2009,2015-10-13,2015,10
56155,Delhi,Delhi,5.2,54.0,311.0,684.0,10/13/2009,2015-10-13,2015,10
56156,Delhi,Delhi,2.7,80.3,273.0,470.0,10/13/2009,2015-10-13,2015,10
56183,Delhi,Delhi,4.5,56.8,228.0,341.0,10/13/2009,2015-10-13,2015,10
56184,Delhi,Delhi,27.7,104.2,376.0,777.0,10/14/2009,2015-10-14,2015,10
56196,Delhi,Delhi,4.7,57.7,368.0,527.0,10/14/2009,2015-10-14,2015,10
56241,Delhi,Delhi,10.3,78.8,298.0,546.0,10/14/2009,2015-10-14,2015,10
56259,Delhi,Delhi,27.8,109.7,366.0,691.0,10/15/2009,2015-10-15,2015,10
56260,Delhi,Delhi,4.3,56.0,417.0,879.0,10/15/2009,2015-10-15,2015,10
56261,Delhi,Delhi,7.8,76.0,298.0,539.0,10/15/2009,2015-10-15,2015,10
56262,Delhi,Delhi,4.8,54.8,274.0,704.0,10/15/2009,2015-10-15,2015,10
56297,Delhi,Delhi,4.5,51.5,182.0,330.0,10/19/2009,2015-10-19,2015,10
56312,Delhi,Delhi,4.0,60.0,470.0,776.0,10/19/2009,2015-10-19,2015,10
56357,Delhi,Delhi,6.226823081800888,92.0,227.0,440.0,10/20/2009,2015-10-20,2015,10
56358,Delhi,Delhi,4.2,51.3,241.0,443.0,10/20/2009,2015-10-20,2015,10
56359,Delhi,Delhi,4.5,36.2,223.0,571.0,10/20/2009,2015-10-20,2015,10
56360,Delhi,Delhi,5.7,87.7,343.0,616.0,10/20/2009,2015-10-20,2015,10
56361,Delhi,Delhi,5.2,56.3,223.0,394.0,10/21/2009,2015-10-21,2015,10
56362,Delhi,Delhi,4.0,74.7,256.0,484.0,10/21/2009,2015-10-21,2015,10
56372,Delhi,Delhi,4.7,53.0,251.0,413.0,10/21/2009,2015-10-21,2015,10
56409,Delhi,Delhi,10.5,94.5,348.0,696.0,10/21/2009,2015-10-21,2015,10
56418,Delhi,Delhi,4.7,55.7,303.0,566.0,10/22/2009,2015-10-22,2015,10
56455,Delhi,Delhi,5.0,51.8,365.0,504.0,10/22/2009,2015-10-22,2015,10
56503,Delhi,Delhi,3.3,85.3,266.0,503.0,10/22/2009,2015-10-22,2015,10
56540,Delhi,Delhi,8.3,90.7,402.0,687.0,10/22/2009,2015-10-22,2015,10
56546,Delhi,Delhi,5.3,60.8,330.0,483.0,10/23/2009,2015-10-23,2015,10
56547,Delhi,Delhi,4.7,35.0,165.0,372.0,10/23/2009,2015-10-23,2015,10
56548,Delhi,Delhi,4.5,53.5,289.0,658.0,10/26/2009,2015-10-26,2015,10
56558,Delhi,Delhi,4.5,52.3,290.0,429.0,10/26/2009,2015-10-26,2015,10
56559,Delhi,Delhi,5.0,53.7,149.0,382.0,10/27/2009,2015-10-27,2015,10
56560,Delhi,Delhi,4.3,49.8,275.0,476.0,10/27/2009,2015-10-27,2015,10
56561,Delhi,Delhi,4.2,50.0,336.0,501.0,10/28/2009,2015-10-28,2015,10
56594,Delhi,Delhi,4.3,41.2,222.0,472.0,10/28/2009,2015-10-28,2015,10
56595,Delhi,Delhi,5.0,56.7,226.0,521.0,10/29/2009,2015-10-29,2015,10
56640,Delhi,Delhi,4.3,53.3,273.0,446.0,10/29/2009,2015-10-29,2015,10
56641,Delhi,Delhi,16.8,46.2,171.0,317.0,11/2/2009,2015-11-02,2015,11
56675,Delhi,Delhi,4.3,41.3,163.0,355.0,11/2/2009,2015-11-02,2015,11
56701,Delhi,Delhi,15.5,49.8,147.0,216.0,11/2/2009,2015-11-02,2015,11
56702,Delhi,Delhi,5.8,49.2,325.0,506.0,11/2/2009,2015-11-02,2015,11
56703,Delhi,Delhi,11.5,41.8,176.0,297.0,11/2/2009,2015-11-02,2015,11
56717,Delhi,Delhi,4.2,40.0,243.0,556.0,11/5/2009,2015-11-05,2015,11
56718,Delhi,Delhi,5.2,59.0,298.0,489.0,11/5/2009,2015-11-05,2015,11
56719,Delhi,Delhi,5.7,54.3,178.0,521.0,11/6/2009,2015-11-06,2015,11
56734,Delhi,Delhi,4.0,28.0,146.0,349.0,11/6/2009,2015-11-06,2015,11
56735,Delhi,Delhi,6.226823081800888,34.5,432.0,801.0,11/6/2009,2015-11-06,2015,11
56736,Delhi,Delhi,5.5,65.5,137.0,338.0,11/8/2009,2015-11-08,2015,11
56737,Delhi,Delhi,4.0,37.3,,405.0,11/8/2009,2015-11-08,2015,11
56772,Delhi,Delhi,5.8,48.7,213.0,404.0,11/8/2009,2015-11-08,2015,11
56773,Delhi,Delhi,3.2,34.7,134.0,292.0,11/8/2009,2015-11-08,2015,11
56783,Delhi,Delhi,4.2,46.7,,526.0,11/11/2009,2015-11-11,2015,11
56823,Delhi,Delhi,5.3,60.7,285.0,420.0,11/11/2009,2015-11-11,2015,11
56824,Delhi,Delhi,6.7,75.2,413.0,665.0,11/11/2009,2015-11-11,2015,11
56825,Delhi,Delhi,12.8,86.0,573.0,789.0,11/11/2009,2015-11-11,2015,11
56837,Delhi,Delhi,4.2,43.7,152.0,458.0,11/13/2009,2015-11-13,2015,11
56838,Delhi,Delhi,4.5,53.0,95.0,192.0,11/13/2009,2015-11-13,2015,11
56882,Delhi,Delhi,4.7,51.8,,449.0,11/16/2009,2015-11-16,2015,11
56914,Delhi,Delhi,4.7,57.0,238.0,398.0,11/16/2009,2015-11-16,2015,11
56922,Delhi,Delhi,19.3,72.0,390.0,668.0,11/17/2009,2015-11-17,2015,11
56923,Delhi,Delhi,4.3,51.8,334.0,460.0,11/17/2009,2015-11-17,2015,11
56924,Delhi,Delhi,4.5,43.2,258.0,600.0,11/17/2009,2015-11-17,2015,11
56925,Delhi,Delhi,15.8,83.8,441.0,733.0,11/17/2009,2015-11-17,2015,11
56926,Delhi,Delhi,14.8,50.2,316.0,528.0,11/18/2009,2015-11-18,2015,11
56927,Delhi,Delhi,4.2,52.8,289.0,598.0,11/18/2009,2015-11-18,2015,11
56936,Delhi,Delhi,4.0,55.3,170.0,406.0,11/18/2009,2015-11-18,2015,11
56937,Delhi,Delhi,16.5,75.8,293.0,529.0,11/18/2009,2015-11-18,2015,11
56985,Delhi,Delhi,11.8,51.2,285.0,547.0,11/19/2009,2015-11-19,2015,11
56998,Delhi,Delhi,4.8,54.2,,424.0,11/19/2009,2015-11-19,2015,11
57048,Delhi,Delhi,5.5,60.0,212.0,367.0,11/19/2009,2015-11-19,2015,11
57050,Delhi,Delhi,5.3,53.8,205.0,330.0,11/20/2009,2015-11-20,2015,11
57051,Delhi,Delhi,4.2,36.8,323.0,544.0,11/20/2009,2015-11-20,2015,11
57052,Delhi,Delhi,4.8,57.5,332.0,825.0,11/23/2009,2015-11-23,2015,11
57053,Delhi,Delhi,4.5,53.8,204.0,418.0,11/23/2009,2015-11-23,2015,11
57054,Delhi,Delhi,12.3,90.7,496.0,846.0,11/24/2009,2015-11-24,2015,11
57055,Delhi,Delhi,4.5,57.5,230.0,477.0,11/24/2009,2015-11-24,2015,11
57066,Delhi,Delhi,5.0,61.3,321.0,470.0,11/24/2009,2015-11-24,2015,11
57067,Delhi,Delhi,6.5,89.8,,474.0,11/24/2009,2015-11-24,2015,11
57068,Delhi,Delhi,16.2,87.8,461.0,797.0,11/25/2009,2015-11-25,2015,11
57094,Delhi,Delhi,12.2,91.2,215.0,462.0,11/25/2009,2015-11-25,2015,11
57095,Delhi,Delhi,4.7,54.5,417.0,562.0,11/25/2009,2015-11-25,2015,11
57104,Delhi,Delhi,4.3,42.3,132.0,371.0,11/25/2009,2015-11-25,2015,11
57174,Delhi,Delhi,14.5,67.7,445.0,725.0,11/26/2009,2015-11-26,2015,11
57202,Delhi,Delhi,4.5,54.7,320.0,512.0,11/26/2009,2015-11-26,2015,11
57203,Delhi,Delhi,7.3,89.0,255.0,485.0,11/26/2009,2015-11-26,2015,11
